date_key,date,is_holiday,holiday_name,holiday_category
19940321,1994-03-21,True,春分の日,国民の祝日
19940429,1994-04-29,True,みどりの日,国民の祝日
19940503,1994-05-03,True,憲法記念日,国民の祝日
19940504,1994-05-04,True,休日,国民の祝日
19940505,1994-05-05,True,こどもの日,国民の祝日
19940915,1994-09-15,True,敬老の日,国民の祝日
19940923,1994-09-23,True,秋分の日,国民の祝日
19941010,1994-10-10,True,体育の日,国民の祝日
19941103,1994-11-03,True,文化の日,国民の祝日
19941123,1994-11-23,True,勤労感謝の日,国民の祝日
19941223,1994-12-23,True,天皇誕生日,国民の祝日
19950101,1995-01-01,True,元日,国民の祝日
19950102,1995-01-02,True,休日,国民の祝日
19950115,1995-01-15,True,成人の日,国民の祝日
19950116,1995-01-16,True,休日,国民の祝日
19950211,1995-02-11,True,建国記念の日,国民の祝日
19950321,1995-03-21,True,春分の日,国民の祝日
19950429,1995-04-29,True,みどりの日,国民の祝日
19950503,1995-05-03,True,憲法記念日,国民の祝日
19950504,1995-05-04,True,休日,国民の祝日
19950505,1995-05-05,True,こどもの日,国民の祝日
19950915,1995-09-15,True,敬老の日,国民の祝日
19950923,1995-09-23,True,秋分の日,国民の祝日
19951010,1995-10-10,True,体育の日,国民の祝日
19951103,1995-11-03,True,文化の日,国民の祝日
19951123,1995-11-23,True,勤労感謝の日,国民の祝日
19951223,1995-12-23,True,天皇誕生日,国民の祝日
19960101,1996-01-01,True,元日,国民の祝日
19960115,1996-01-15,True,成人の日,国民の祝日
19960211,1996-02-11,True,建国記念の日,国民の祝日
19960212,1996-02-12,True,休日,国民の祝日
19960320,1996-03-20,True,春分の日,国民の祝日
19960429,1996-04-29,True,みどりの日,国民の祝日
19960503,1996-05-03,True,憲法記念日,国民の祝日
19960504,1996-05-04,True,休日,国民の祝日
19960505,1996-05-05,True,こどもの日,国民の祝日
19960506,1996-05-06,True,休日,国民の祝日
19960720,1996-07-20,True,海の日,国民の祝日
19960915,1996-09-15,True,敬老の日,国民の祝日
19960916,1996-09-16,True,休日,国民の祝日
19960923,1996-09-23,True,秋分の日,国民の祝日
19961010,1996-10-10,True,体育の日,国民の祝日
19961103,1996-11-03,True,文化の日,国民の祝日
19961104,1996-11-04,True,休日,国民の祝日
19961123,1996-11-23,True,勤労感謝の日,国民の祝日
19961223,1996-12-23,True,天皇誕生日,国民の祝日
19970101,1997-01-01,True,元日,国民の祝日
19970115,1997-01-15,True,成人の日,国民の祝日
19970211,1997-02-11,True,建国記念の日,国民の祝日
